Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Cebu Pacific,2024-12-13,Kalibo (KLO),Caticlan (MPH),KLO-MPH,08:35,09:44,1h 9m,0,No info,3228
AirAsia Philippines,2024-05-16,Clark (CRK),Zamboanga (ZAM),CRK-ZAM,14:25,15:16,0h 51m,0,No info,2489
Philippine Airlines,2024-02-22,Manila (MNL),General Santos (GES),MNL-TAC-GES,04:05,10:40,6h 35m,1,No info,4909
Philippine Airlines,2024-02-10,Caticlan (MPH),Davao (DVO),MPH-CGY-KLO-DVO,22:50,07:30 +1 day,8h 40m,2,No info,7341
Cebu Pacific,2024-04-01,Clark (CRK),Bacolod (BCD),CRK-BCD,21:00,22:02,1h 2m,0,Holy Week,4390
Cebu Pacific,2024-06-16,Cebu (CEB),General Santos (GES),CEB-GES,10:55,11:42,0h 47m,0,No info,2944
Cebu Pacific,2024-12-07,Kalibo (KLO),Iloilo (ILO),KLO-ILO,12:10,14:38,2h 28m,0,No info,3114
Cebu Pacific,2024-03-29,Legazpi (LGP),Manila (MNL),LGP-MNL,04:45,06:27,1h 42m,0,Holy Week,4018
AirAsia Philippines,2024-07-20,General Santos (GES),Iloilo (ILO),GES-ILO,02:40,05:04,2h 24m,0,No info,2255
AirAsia Philippines,2024-04-07,Caticlan (MPH),Cagayan de Oro (CGY),MPH-CGY,02:30,03:34,1h 4m,0,No info,2234
Cebu Pacific,2024-09-29,Iloilo (ILO),Davao (DVO),ILO-CGY-MPH-DVO,22:50,06:53 +1 day,8h 3m,2,No info,6324
AirAsia Philippines,2024-10-11,Iloilo (ILO),Manila (MNL),ILO-MNL,18:00,19:29,1h 29m,0,No info,3356
Philippine Airlines,2024-05-14,Legazpi (LGP),Bacolod (BCD),LGP-BCD,04:50,06:36,1h 46m,0,No info,3266
Philippine Airlines,2024-08-16,Puerto Princesa (PPS),Iloilo (ILO),PPS-ILO,17:10,19:23,2h 13m,0,No info,4448
Cebu Pacific,2024-08-31,Clark (CRK),Iloilo (ILO),CRK-ILO,21:05,23:11,2h 6m,0,No info,3130
AirAsia Philippines,2024-12-26,Caticlan (MPH),Clark (CRK),MPH-ILO-CRK,17:30,22:40,5h 10m,1,Christmas/Rizal Day,7122
AirAsia Philippines,2024-09-18,Zamboanga (ZAM),Cebu (CEB),ZAM-CEB,06:30,08:04,1h 34m,0,No info,2408
Philippine Airlines,2024-04-19,Bacolod (BCD),Cebu (CEB),BCD-CEB,21:00,21:56,0h 56m,0,No info,3753
Philippine Airlines,2024-10-04,Bacolod (BCD),Kalibo (KLO),BCD-KLO,15:15,16:54,1h 39m,0,No info,3827
Cebu Pacific,2024-04-28,Tacloban (TAC),Cebu (CEB),TAC-DVO-CEB,11:05,15:30,4h 25m,1,No info,4727
AirAsia Philippines,2024-12-09,Clark (CRK),Puerto Princesa (PPS),CRK-LGP-PPS,19:35,01:24 +1 day,5h 49m,1,No info,4484
AirAsia Philippines,2024-07-06,Legazpi (LGP),Cebu (CEB),LGP-CEB,19:35,20:22,0h 47m,0,No info,2891
Philippine Airlines,2024-05-03,Cagayan de Oro (CGY),Bacolod (BCD),CGY-BCD,19:40,22:05,2h 25m,0,No info,4456
Cebu Pacific,2024-12-07,Caticlan (MPH),Kalibo (KLO),MPH-KLO,00:10,01:27,1h 17m,0,No info,2581
AirAsia Philippines,2024-11-04,Zamboanga (ZAM),General Santos (GES),ZAM-GES,12:50,14:17,1h 27m,0,No info,2457
AirAsia Philippines,2024-02-27,Cagayan de Oro (CGY),Cebu (CEB),CGY-CEB,09:35,11:21,1h 46m,0,No info,2781
AirAsia Philippines,2024-01-04,Manila (MNL),Davao (DVO),MNL-DVO,06:25,07:16,0h 51m,0,New Year,3859
Philippine Airlines,2024-03-16,General Santos (GES),Iloilo (ILO),GES-ILO,15:00,16:57,1h 57m,0,No info,4138
Cebu Pacific,2024-10-28,Manila (MNL),Kalibo (KLO),MNL-KLO,22:20,23:07,0h 47m,0,No info,3156
Philippine Airlines,2024-09-29,Clark (CRK),Legazpi (LGP),CRK-LGP,20:10,21:13,1h 3m,0,No info,4235
AirAsia Philippines,2024-11-14,Tacloban (TAC),Kalibo (KLO),TAC-ZAM-CGY-KLO,11:20,20:18,8h 58m,2,No info,5334
Cebu Pacific,2024-11-19,General Santos (GES),Clark (CRK),GES-CRK,00:25,02:33,2h 8m,0,No info,2383
AirAsia Philippines,2024-08-05,Bacolod (BCD),Caticlan (MPH),BCD-GES-MPH,10:00,14:03,4h 3m,1,No info,3960
Philippine Airlines,2024-07-09,Kalibo (KLO),Cebu (CEB),KLO-GES-CEB,06:55,10:10,3h 15m,1,No info,5313
Philippine Airlines,2024-04-26,Cagayan de Oro (CGY),Bacolod (BCD),CGY-BCD,04:25,06:12,1h 47m,0,No info,3083
Philippine Airlines,2024-01-18,Bacolod (BCD),Legazpi (LGP),BCD-LGP,11:15,13:41,2h 26m,0,No info,3917
AirAsia Philippines,2024-02-11,Tacloban (TAC),Caticlan (MPH),TAC-MPH,21:25,22:21,0h 56m,0,No info,2581
Cebu Pacific,2024-09-05,Zamboanga (ZAM),Tacloban (TAC),ZAM-TAC,20:15,21:02,0h 47m,0,No info,2768
AirAsia Philippines,2024-02-20,Puerto Princesa (PPS),Cebu (CEB),PPS-CEB,22:25,23:28,1h 3m,0,No info,2336
AirAsia Philippines,2024-08-13,Zamboanga (ZAM),Cebu (CEB),ZAM-CEB,20:45,21:52,1h 7m,0,No info,2473
Cebu Pacific,2024-09-22,Cagayan de Oro (CGY),Cebu (CEB),CGY-CEB,20:15,21:55,1h 40m,0,No info,3062
AirAsia Philippines,2024-05-28,Zamboanga (ZAM),Iloilo (ILO),ZAM-ILO,20:35,21:42,1h 7m,0,No info,2396
Philippine Airlines,2024-12-11,General Santos (GES),Davao (DVO),GES-DVO,01:00,01:58,0h 58m,0,No info,3177
Philippine Airlines,2024-07-15,Iloilo (ILO),Tacloban (TAC),ILO-GES-CGY-TAC,19:40,03:27 +1 day,7h 47m,2,No info,7423
AirAsia Philippines,2024-03-21,Bacolod (BCD),Manila (MNL),BCD-MNL,18:35,19:31,0h 56m,0,No info,3202
Cebu Pacific,2024-02-22,Cagayan de Oro (CGY),Cebu (CEB),CGY-CEB,14:00,15:44,1h 44m,0,No info,2834
AirAsia Philippines,2024-10-28,Clark (CRK),Caticlan (MPH),CRK-MPH,16:20,17:14,0h 54m,0,No info,2469
Cebu Pacific,2024-01-31,Kalibo (KLO),Puerto Princesa (PPS),KLO-PPS,04:05,05:20,1h 15m,0,No info,2287
Cebu Pacific,2024-01-20,Davao (DVO),Legazpi (LGP),DVO-LGP,09:40,11:52,2h 12m,0,No info,3330
AirAsia Philippines,2024-03-28,Iloilo (ILO),Puerto Princesa (PPS),ILO-PPS,22:30,23:37,1h 7m,0,Holy Week,3598
Cebu Pacific,2024-09-19,Iloilo (ILO),Caticlan (MPH),ILO-MPH,15:30,16:15,0h 45m,0,No info,2780
AirAsia Philippines,2024-10-20,Legazpi (LGP),General Santos (GES),LGP-MPH-CGY-GES,16:40,03:07 +1 day,10h 27m,2,No info,5916
AirAsia Philippines,2024-12-14,General Santos (GES),Bacolod (BCD),GES-BCD,12:00,13:11,1h 11m,0,No info,2634
Philippine Airlines,2024-06-13,Bacolod (BCD),Puerto Princesa (PPS),BCD-PPS,17:55,18:56,1h 1m,0,No info,4169
Cebu Pacific,2024-12-08,Kalibo (KLO),Cebu (CEB),KLO-CEB,20:40,22:21,1h 41m,0,Immaculate Conception,3668
Cebu Pacific,2024-02-13,Iloilo (ILO),General Santos (GES),ILO-GES,06:55,09:14,2h 19m,0,No info,2758
Cebu Pacific,2024-03-21,Caticlan (MPH),Puerto Princesa (PPS),MPH-PPS,15:20,16:19,0h 59m,0,No info,2847
Cebu Pacific,2024-02-28,General Santos (GES),Iloilo (ILO),GES-ILO,22:00,23:46,1h 46m,0,No info,2844
AirAsia Philippines,2024-12-17,Bacolod (BCD),General Santos (GES),BCD-GES,19:00,21:14,2h 14m,0,No info,2736
AirAsia Philippines,2024-11-14,Cagayan de Oro (CGY),Tacloban (TAC),CGY-TAC,14:15,15:16,1h 1m,0,No info,2349
AirAsia Philippines,2024-08-22,Zamboanga (ZAM),Caticlan (MPH),ZAM-BCD-MPH,04:35,10:08,5h 33m,1,No info,3167
AirAsia Philippines,2024-09-19,General Santos (GES),Legazpi (LGP),GES-LGP,11:20,13:11,1h 51m,0,No info,2311
Cebu Pacific,2024-10-03,Puerto Princesa (PPS),Manila (MNL),PPS-MNL,04:25,06:10,1h 45m,0,No info,2718
Cebu Pacific,2024-09-29,Puerto Princesa (PPS),Caticlan (MPH),PPS-MPH,11:40,12:35,0h 55m,0,No info,2937
Cebu Pacific,2024-10-07,Cebu (CEB),General Santos (GES),CEB-GES,01:50,03:15,1h 25m,0,No info,2438
Cebu Pacific,2024-11-24,Cagayan de Oro (CGY),Caticlan (MPH),CGY-MPH,18:35,20:18,1h 43m,0,No info,3408
AirAsia Philippines,2024-02-27,Caticlan (MPH),Legazpi (LGP),MPH-LGP,19:40,21:25,1h 45m,0,No info,2607
AirAsia Philippines,2024-11-22,Cagayan de Oro (CGY),Cebu (CEB),CGY-DVO-CEB,20:30,00:19 +1 day,3h 49m,1,No info,3893
Philippine Airlines,2024-05-10,Legazpi (LGP),Caticlan (MPH),LGP-MPH,22:20,00:03 +1 day,1h 43m,0,No info,3970
Cebu Pacific,2024-05-04,Puerto Princesa (PPS),Cebu (CEB),PPS-CEB,06:55,07:56,1h 1m,0,No info,3104
AirAsia Philippines,2024-08-31,Cebu (CEB),Cagayan de Oro (CGY),CEB-CGY,03:25,05:25,2h 0m,0,No info,2185
Philippine Airlines,2024-09-24,Legazpi (LGP),Cagayan de Oro (CGY),LGP-CGY,17:10,18:45,1h 35m,0,No info,4200
Philippine Airlines,2024-12-16,Manila (MNL),Kalibo (KLO),MNL-KLO,08:35,10:20,1h 45m,0,No info,4931
Philippine Airlines,2024-05-14,Iloilo (ILO),Zamboanga (ZAM),ILO-MPH-LGP-ZAM,11:20,21:45,10h 25m,2,No info,6862
Philippine Airlines,2024-02-11,Caticlan (MPH),Clark (CRK),MPH-CRK,10:25,12:05,1h 40m,0,No info,4157
Cebu Pacific,2024-03-17,Davao (DVO),General Santos (GES),DVO-GES,17:00,17:54,0h 54m,0,No info,3428
Philippine Airlines,2024-02-11,Cagayan de Oro (CGY),Bacolod (BCD),CGY-BCD,08:15,09:13,0h 58m,0,No info,4676
Cebu Pacific,2024-05-06,Zamboanga (ZAM),Iloilo (ILO),ZAM-ILO,10:45,13:02,2h 17m,0,No info,2919
Cebu Pacific,2024-11-27,Manila (MNL),Kalibo (KLO),MNL-KLO,15:05,16:24,1h 19m,0,No info,3167
Philippine Airlines,2024-01-30,Cagayan de Oro (CGY),Caticlan (MPH),CGY-CRK-MPH,15:15,21:27,6h 12m,1,No info,5519
Philippine Airlines,2024-05-29,Bacolod (BCD),Manila (MNL),BCD-MNL,03:15,04:59,1h 44m,0,No info,3719
Philippine Airlines,2024-08-02,Zamboanga (ZAM),Clark (CRK),ZAM-CRK,23:25,00:25 +1 day,1h 0m,0,No info,3638
Philippine Airlines,2024-05-26,Davao (DVO),Puerto Princesa (PPS),DVO-PPS,15:30,17:49,2h 19m,0,No info,4054
AirAsia Philippines,2024-01-13,Kalibo (KLO),General Santos (GES),KLO-GES,13:45,15:20,1h 35m,0,No info,2611
Cebu Pacific,2024-02-01,Clark (CRK),Manila (MNL),CRK-MNL,07:40,08:59,1h 19m,0,No info,3547
AirAsia Philippines,2024-09-23,Manila (MNL),Davao (DVO),MNL-DVO,20:25,21:33,1h 8m,0,No info,2851
AirAsia Philippines,2024-11-25,Cebu (CEB),Puerto Princesa (PPS),CEB-KLO-PPS,12:55,18:06,5h 11m,1,No info,4037
Cebu Pacific,2024-04-26,Caticlan (MPH),Manila (MNL),MPH-MNL,02:25,04:26,2h 1m,0,No info,2908
AirAsia Philippines,2024-12-07,Cagayan de Oro (CGY),Davao (DVO),CGY-DVO,02:30,03:32,1h 2m,0,No info,2308
AirAsia Philippines,2024-04-13,Tacloban (TAC),Davao (DVO),TAC-DVO,18:10,19:29,1h 19m,0,No info,2926
Cebu Pacific,2024-05-11,Caticlan (MPH),Kalibo (KLO),MPH-KLO,13:55,14:55,1h 0m,0,No info,2984
Philippine Airlines,2024-09-11,Puerto Princesa (PPS),Manila (MNL),PPS-MNL,08:25,10:02,1h 37m,0,No info,5002
Philippine Airlines,2024-07-14,Caticlan (MPH),Tacloban (TAC),MPH-TAC,22:10,00:03 +1 day,1h 53m,0,No info,3973
Philippine Airlines,2024-05-04,Clark (CRK),Davao (DVO),CRK-DVO,20:25,21:47,1h 22m,0,No info,4023
Cebu Pacific,2024-08-09,Legazpi (LGP),Caticlan (MPH),LGP-KLO-CRK-MPH,22:00,04:48 +1 day,6h 48m,2,No info,5725
Philippine Airlines,2024-11-05,Tacloban (TAC),Iloilo (ILO),TAC-ILO,23:00,00:03 +1 day,1h 3m,0,No info,3884
Cebu Pacific,2024-03-13,Kalibo (KLO),Zamboanga (ZAM),KLO-LGP-MNL-ZAM,08:15,17:45,9h 30m,2,No info,6578
AirAsia Philippines,2024-04-06,Clark (CRK),Cebu (CEB),CRK-CEB,11:45,13:20,1h 35m,0,No info,2653
AirAsia Philippines,2024-10-06,Iloilo (ILO),Kalibo (KLO),ILO-KLO,14:30,16:19,1h 49m,0,No info,2571
Philippine Airlines,2024-04-22,Manila (MNL),Bacolod (BCD),MNL-CRK-BCD,18:15,23:49,5h 34m,1,No info,6421
Philippine Airlines,2024-01-02,General Santos (GES),Manila (MNL),GES-MNL,22:55,00:28 +1 day,1h 33m,0,New Year,5836
Cebu Pacific,2024-04-27,Clark (CRK),Kalibo (KLO),CRK-KLO,07:25,08:30,1h 5m,0,No info,3518
AirAsia Philippines,2024-12-06,Bacolod (BCD),Caticlan (MPH),BCD-MPH,05:35,06:33,0h 58m,0,No info,2051
AirAsia Philippines,2024-04-06,Legazpi (LGP),Cebu (CEB),LGP-CEB,16:15,18:02,1h 47m,0,No info,2675
AirAsia Philippines,2024-04-21,General Santos (GES),Bacolod (BCD),GES-BCD,22:30,00:47 +1 day,2h 17m,0,No info,2566
Philippine Airlines,2024-07-10,General Santos (GES),Caticlan (MPH),GES-MPH,14:10,15:30,1h 20m,0,No info,3773
Cebu Pacific,2024-05-06,Davao (DVO),Tacloban (TAC),DVO-TAC,01:20,02:29,1h 9m,0,No info,2483
Philippine Airlines,2024-08-20,Manila (MNL),Tacloban (TAC),MNL-TAC,12:20,14:21,2h 1m,0,No info,4455
Philippine Airlines,2024-04-17,Tacloban (TAC),Iloilo (ILO),TAC-ILO,16:00,18:02,2h 2m,0,No info,3861
AirAsia Philippines,2024-05-08,Bacolod (BCD),Cagayan de Oro (CGY),BCD-CGY,07:20,09:46,2h 26m,0,No info,2625
Cebu Pacific,2024-08-29,Bacolod (BCD),Caticlan (MPH),BCD-GES-MPH,10:55,15:42,4h 47m,1,National Heroes Day,5122
Cebu Pacific,2024-06-29,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,17:50,20:03,2h 13m,0,No info,3934
AirAsia Philippines,2024-05-12,Tacloban (TAC),Bacolod (BCD),TAC-BCD,01:10,02:01,0h 51m,0,No info,2337
AirAsia Philippines,2024-06-26,Davao (DVO),Caticlan (MPH),DVO-ZAM-MPH,08:20,14:26,6h 6m,1,No info,4236
AirAsia Philippines,2024-07-07,Zamboanga (ZAM),Clark (CRK),ZAM-CRK,05:55,07:27,1h 32m,0,No info,2144
Cebu Pacific,2024-08-18,Cagayan de Oro (CGY),Davao (DVO),CGY-DVO,04:10,05:25,1h 15m,0,Kadayawan Festival,3369
Philippine Airlines,2024-03-11,Caticlan (MPH),Bacolod (BCD),MPH-BCD,13:45,15:47,2h 2m,0,No info,3627
Philippine Airlines,2024-01-31,Manila (MNL),General Santos (GES),MNL-GES,12:30,14:16,1h 46m,0,No info,4281
Cebu Pacific,2024-05-06,Cagayan de Oro (CGY),Davao (DVO),CGY-DVO,17:00,19:14,2h 14m,0,No info,3024
Cebu Pacific,2024-08-22,Cebu (CEB),Zamboanga (ZAM),CEB-ZAM,05:00,07:29,2h 29m,0,No info,2376
AirAsia Philippines,2024-11-12,Tacloban (TAC),Zamboanga (ZAM),TAC-ZAM,12:35,14:34,1h 59m,0,No info,2411
Philippine Airlines,2024-11-21,Caticlan (MPH),Davao (DVO),MPH-DVO,23:30,01:34 +1 day,2h 4m,0,No info,3658
Cebu Pacific,2024-05-15,Legazpi (LGP),Zamboanga (ZAM),LGP-ZAM,14:35,15:32,0h 57m,0,No info,2735
Philippine Airlines,2024-02-01,Cagayan de Oro (CGY),Tacloban (TAC),CGY-TAC,18:35,20:27,1h 52m,0,No info,4296
AirAsia Philippines,2024-08-21,General Santos (GES),Caticlan (MPH),GES-MPH,21:00,22:57,1h 57m,0,Ninoy Aquino Day,2940
Philippine Airlines,2024-07-15,General Santos (GES),Puerto Princesa (PPS),GES-PPS,22:25,00:17 +1 day,1h 52m,0,No info,3713
Cebu Pacific,2024-11-11,Kalibo (KLO),Puerto Princesa (PPS),KLO-PPS,06:10,07:53,1h 43m,0,No info,2724
AirAsia Philippines,2024-04-28,Bacolod (BCD),Davao (DVO),BCD-DVO,06:00,07:58,1h 58m,0,No info,2625
AirAsia Philippines,2024-05-09,Cagayan de Oro (CGY),Cebu (CEB),CGY-MPH-CEB,15:45,21:45,6h 0m,1,No info,3891
Cebu Pacific,2024-06-04,Clark (CRK),Manila (MNL),CRK-MNL,14:55,16:12,1h 17m,0,No info,3264
Cebu Pacific,2024-04-01,Cagayan de Oro (CGY),Clark (CRK),CGY-CRK,22:10,23:52,1h 42m,0,Holy Week,4255
Cebu Pacific,2024-06-12,Legazpi (LGP),Cagayan de Oro (CGY),LGP-PPS-CGY,21:25,02:23 +1 day,4h 58m,1,Independence Day,5291
AirAsia Philippines,2024-03-07,Cagayan de Oro (CGY),Cebu (CEB),CGY-TAC-CEB,13:05,18:27,5h 22m,1,No info,3904
AirAsia Philippines,2024-05-03,Cebu (CEB),Davao (DVO),CEB-DVO,11:25,12:45,1h 20m,0,No info,2392
Philippine Airlines,2024-10-16,Manila (MNL),Cebu (CEB),MNL-CEB,08:00,10:11,2h 11m,0,No info,4825
AirAsia Philippines,2024-08-02,Clark (CRK),Davao (DVO),CRK-PPS-DVO,17:35,23:13,5h 38m,1,No info,4212
Cebu Pacific,2024-08-04,Tacloban (TAC),Manila (MNL),TAC-MNL,20:40,22:51,2h 11m,0,No info,3618
AirAsia Philippines,2024-09-08,Clark (CRK),Tacloban (TAC),CRK-TAC,11:20,13:46,2h 26m,0,No info,2624
AirAsia Philippines,2024-08-21,Manila (MNL),Cebu (CEB),MNL-GES-CEB,14:00,17:10,3h 10m,1,Ninoy Aquino Day,5052
Cebu Pacific,2024-08-26,Kalibo (KLO),Iloilo (ILO),KLO-ILO,18:45,20:59,2h 14m,0,National Heroes Day,3789
Philippine Airlines,2024-01-07,Legazpi (LGP),Tacloban (TAC),LGP-TAC,17:00,17:45,0h 45m,0,No info,4700
Philippine Airlines,2024-09-06,Kalibo (KLO),Tacloban (TAC),KLO-TAC,05:55,08:21,2h 26m,0,No info,3115
Philippine Airlines,2024-01-11,Legazpi (LGP),Caticlan (MPH),LGP-PPS-MPH,18:55,01:25 +1 day,6h 30m,1,No info,6069
Cebu Pacific,2024-04-11,Kalibo (KLO),Bacolod (BCD),KLO-BCD,21:10,22:39,1h 29m,0,No info,2733
Philippine Airlines,2024-01-10,Puerto Princesa (PPS),Zamboanga (ZAM),PPS-KLO-ZAM,04:15,09:15,5h 0m,1,No info,4501
AirAsia Philippines,2024-10-29,Bacolod (BCD),Kalibo (KLO),BCD-KLO,20:00,22:28,2h 28m,0,No info,2360
Philippine Airlines,2024-03-19,Legazpi (LGP),General Santos (GES),LGP-CEB-GES,17:15,22:25,5h 10m,1,No info,5838
AirAsia Philippines,2024-02-24,Iloilo (ILO),Tacloban (TAC),ILO-TAC,22:25,23:17,0h 52m,0,EDSA Anniversary,3202
Cebu Pacific,2024-04-26,Tacloban (TAC),Caticlan (MPH),TAC-CRK-MPH,00:30,03:31,3h 1m,1,No info,3609
Philippine Airlines,2024-04-14,Davao (DVO),Iloilo (ILO),DVO-ILO,08:50,10:33,1h 43m,0,No info,4721
Cebu Pacific,2024-05-01,Manila (MNL),Caticlan (MPH),MNL-MPH,23:20,01:28 +1 day,2h 8m,0,Labor Day,4462
Philippine Airlines,2024-12-11,Iloilo (ILO),Cebu (CEB),ILO-CEB,02:20,03:25,1h 5m,0,No info,3204
AirAsia Philippines,2024-05-14,Manila (MNL),Cebu (CEB),MNL-CEB,21:45,22:42,0h 57m,0,No info,2968
AirAsia Philippines,2024-11-24,Caticlan (MPH),Kalibo (KLO),MPH-CGY-KLO,06:05,10:58,4h 53m,1,No info,4430
Cebu Pacific,2024-05-05,Kalibo (KLO),Manila (MNL),KLO-MNL,11:55,12:46,0h 51m,0,No info,3622
AirAsia Philippines,2024-03-25,Davao (DVO),Tacloban (TAC),DVO-TAC,04:30,06:13,1h 43m,0,No info,1978
Cebu Pacific,2024-03-02,Davao (DVO),Tacloban (TAC),DVO-TAC,07:05,08:39,1h 34m,0,No info,3621
Cebu Pacific,2024-10-08,Cebu (CEB),Iloilo (ILO),CEB-BCD-ILO,07:50,14:18,6h 28m,1,No info,4605
Cebu Pacific,2024-09-30,Tacloban (TAC),Zamboanga (ZAM),TAC-ZAM,16:45,18:31,1h 46m,0,No info,2860
Cebu Pacific,2024-01-26,Kalibo (KLO),Iloilo (ILO),KLO-ILO,16:45,17:56,1h 11m,0,Dinagyang Festival,3469
Philippine Airlines,2024-07-26,Manila (MNL),Cebu (CEB),MNL-CRK-CEB,00:35,06:38,6h 3m,1,No info,5008
Philippine Airlines,2024-08-14,Caticlan (MPH),Iloilo (ILO),MPH-KLO-ILO,02:35,07:15,4h 40m,1,No info,4325
AirAsia Philippines,2024-12-25,Tacloban (TAC),Clark (CRK),TAC-CRK,12:55,14:55,2h 0m,0,Christmas/Rizal Day,3923
AirAsia Philippines,2024-12-05,Davao (DVO),Legazpi (LGP),DVO-LGP,10:00,12:10,2h 10m,0,No info,2366
Cebu Pacific,2024-12-22,Zamboanga (ZAM),Iloilo (ILO),ZAM-DVO-ILO,22:05,03:27 +1 day,5h 22m,1,Christmas/Rizal Day,7845
Cebu Pacific,2024-06-22,Cagayan de Oro (CGY),Caticlan (MPH),CGY-MPH,08:05,08:53,0h 48m,0,No info,3382
Philippine Airlines,2024-12-11,General Santos (GES),Bacolod (BCD),GES-TAC-BCD,18:40,23:03,4h 23m,1,No info,6176
Cebu Pacific,2024-11-06,Zamboanga (ZAM),Kalibo (KLO),ZAM-KLO,23:00,00:32 +1 day,1h 32m,0,No info,2808
Cebu Pacific,2024-09-22,Iloilo (ILO),Davao (DVO),ILO-DVO,00:15,01:36,1h 21m,0,No info,2556
Philippine Airlines,2024-09-18,Legazpi (LGP),Cagayan de Oro (CGY),LGP-CGY,18:55,20:35,1h 40m,0,No info,4405
AirAsia Philippines,2024-06-14,Kalibo (KLO),Puerto Princesa (PPS),KLO-PPS,13:30,15:14,1h 44m,0,No info,2471
Philippine Airlines,2024-03-30,Bacolod (BCD),Tacloban (TAC),BCD-KLO-TAC,16:50,22:34,5h 44m,1,Holy Week,8788
Cebu Pacific,2024-01-16,Clark (CRK),Caticlan (MPH),CRK-MPH,11:35,13:35,2h 0m,0,Ati-Atihan Festival,3771
Philippine Airlines,2024-09-28,Cagayan de Oro (CGY),Davao (DVO),CGY-DVO,16:40,18:44,2h 4m,0,No info,3988
Cebu Pacific,2024-11-08,Clark (CRK),General Santos (GES),CRK-GES,03:55,04:47,0h 52m,0,No info,2275
Philippine Airlines,2024-09-19,Clark (CRK),General Santos (GES),CRK-GES,10:40,12:18,1h 38m,0,No info,3652
Cebu Pacific,2024-03-25,Legazpi (LGP),Cagayan de Oro (CGY),LGP-CGY,00:30,01:51,1h 21m,0,No info,2397
Cebu Pacific,2024-12-03,General Santos (GES),Clark (CRK),GES-CRK,09:55,11:09,1h 14m,0,No info,2999
AirAsia Philippines,2024-08-16,Kalibo (KLO),Zamboanga (ZAM),KLO-ZAM,21:30,23:52,2h 22m,0,No info,2324
Philippine Airlines,2024-02-12,Cagayan de Oro (CGY),Clark (CRK),CGY-CRK,01:00,02:19,1h 19m,0,No info,3082
Philippine Airlines,2024-05-14,Clark (CRK),Cagayan de Oro (CGY),CRK-CGY,12:20,13:05,0h 45m,0,No info,3855
Cebu Pacific,2024-04-14,Tacloban (TAC),Cagayan de Oro (CGY),TAC-DVO-PPS-CGY,05:15,14:31,9h 16m,2,No info,5592
Cebu Pacific,2024-03-19,Cebu (CEB),Cagayan de Oro (CGY),CEB-CGY,04:05,06:12,2h 7m,0,No info,2333
Cebu Pacific,2024-04-21,Bacolod (BCD),Clark (CRK),BCD-CRK,22:05,23:33,1h 28m,0,No info,3163
Philippine Airlines,2024-03-21,Legazpi (LGP),Caticlan (MPH),LGP-MPH,05:25,07:31,2h 6m,0,No info,3146
Cebu Pacific,2024-04-11,Bacolod (BCD),Puerto Princesa (PPS),BCD-PPS,13:35,14:26,0h 51m,0,No info,2877
AirAsia Philippines,2024-02-21,Bacolod (BCD),Iloilo (ILO),BCD-ILO,13:40,14:47,1h 7m,0,No info,2299
Cebu Pacific,2024-03-08,Tacloban (TAC),Cebu (CEB),TAC-CEB,00:35,02:35,2h 0m,0,No info,2474
Cebu Pacific,2024-10-05,Bacolod (BCD),Caticlan (MPH),BCD-MPH,11:00,13:24,2h 24m,0,No info,2993
Philippine Airlines,2024-09-14,Tacloban (TAC),Cebu (CEB),TAC-CEB,06:25,07:42,1h 17m,0,No info,4024
Cebu Pacific,2024-09-24,Zamboanga (ZAM),Legazpi (LGP),ZAM-LGP,07:40,08:36,0h 56m,0,No info,3265
Cebu Pacific,2024-03-12,Caticlan (MPH),Davao (DVO),MPH-DVO,11:15,13:03,1h 48m,0,No info,2731
Cebu Pacific,2024-04-12,Zamboanga (ZAM),Davao (DVO),ZAM-DVO,13:45,15:13,1h 28m,0,No info,2685
AirAsia Philippines,2024-07-05,Bacolod (BCD),Davao (DVO),BCD-DVO,13:30,15:26,1h 56m,0,No info,2306
Philippine Airlines,2024-08-31,Puerto Princesa (PPS),Davao (DVO),PPS-DVO,13:25,14:21,0h 56m,0,No info,4380
Philippine Airlines,2024-12-19,Iloilo (ILO),Kalibo (KLO),ILO-KLO,05:35,07:40,2h 5m,0,No info,3370
AirAsia Philippines,2024-04-05,Iloilo (ILO),Davao (DVO),ILO-CRK-DVO,11:25,17:14,5h 49m,1,No info,3744
AirAsia Philippines,2024-06-08,Clark (CRK),Iloilo (ILO),CRK-ILO,03:50,05:19,1h 29m,0,No info,2268
Cebu Pacific,2024-08-10,Iloilo (ILO),General Santos (GES),ILO-PPS-GES,09:15,15:12,5h 57m,1,No info,5116
Philippine Airlines,2024-11-07,Puerto Princesa (PPS),Bacolod (BCD),PPS-MNL-BCD,14:20,20:06,5h 46m,1,No info,5401
Philippine Airlines,2024-11-19,Puerto Princesa (PPS),Davao (DVO),PPS-DVO,19:00,20:09,1h 9m,0,No info,4457
Philippine Airlines,2024-10-09,Cebu (CEB),Tacloban (TAC),CEB-CGY-TAC,14:50,19:23,4h 33m,1,No info,5356
AirAsia Philippines,2024-03-27,Davao (DVO),Zamboanga (ZAM),DVO-ZAM,12:05,14:15,2h 10m,0,No info,2457
AirAsia Philippines,2024-04-10,Bacolod (BCD),Caticlan (MPH),BCD-MPH,18:10,19:54,1h 44m,0,Araw ng Kagitingan,3412
